P 100.0000, 900.0000, 0.0000,  0, 0, 0,  2,  Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P 100.0000, 1100.0000, 0.0000,  0, 0, 0,  2,  http://www.eqmaps.info
P 100.0000, 1300.0000, 0.0000,  0, 0, 0,  2,  Return_of_the_Exiled_(www.roteguild.org)
L -54.0000, -111.0000, 101.0000, -33.0000, -96.0000, 101.0000, 0, 0, 0
L -33.0000, -96.0000, 101.0000, -35.0000, -92.0000, 101.0000, 0, 0, 0
L -35.0000, -92.0000, 101.0000, -53.0000, -104.0000, 101.0000, 0, 0, 0
L -53.0000, -104.0000, 101.0000, -83.0000, -64.0000, 101.0000, 0, 0, 0
L -83.0000, -64.0000, 101.0000, -106.0000, -80.0000, 101.0000, 0, 0, 0
L -106.0000, -80.0000, 101.0000, -125.0000, -54.0000, 101.0000, 0, 0, 0
L -125.0000, -54.0000, 101.0000, -74.0000, -17.0000, 101.0000, 0, 0, 0
L -74.0000, -17.0000, 101.0000, -26.0000, -85.0000, 101.0000, 0, 0, 0
L -26.0000, -85.0000, 101.0000, -27.0000, -87.0000, 101.0000, 0, 0, 0
L -27.0000, -87.0000, 101.0000, -26.0000, -89.0000, 101.0000, 0, 0, 0
L -26.0000, -89.0000, 101.0000, -23.0000, -90.0000, 101.0000, 0, 0, 0
L -18.0000, -89.0000, 101.0000, 64.0000, -89.0000, 101.0000, 0, 0, 0
L 49.0000, -137.0000, 101.0000, 31.0000, -137.0000, 101.0000, 204, 51, 0
L -18.0000, -152.0000, 101.0000, -18.0000, -115.0000, 101.0000, 0, 0, 0
L -18.0000, -113.0000, 101.0000, -23.0000, -113.0000, 101.0000, 0, 0, 0
L -23.0000, -113.0000, 101.0000, -23.0000, -157.0000, 101.0000, 0, 0, 0
L -23.0000, -157.0000, 101.0000, 66.0000, -157.0000, 101.0000, 0, 0, 0
L 66.0000, -157.0000, 101.0000, 66.0000, -205.0000, 101.0000, 0, 0, 0
L 66.0000, -217.0000, 101.0000, 66.0000, -252.0000, 101.0000, 0, 0, 0
L 66.0000, -252.0000, 101.0000, 477.0000, -253.0000, 101.0000, 0, 0, 0
L 608.0000, -253.0000, 186.0000, 608.0000, -616.0000, 186.0000, 0, 0, 0
L 608.0000, -616.0000, 186.0000, 569.0000, -657.0000, 186.0000, 0, 0, 0
L 569.0000, -657.0000, 186.0000, -594.0000, -657.0000, 186.0000, 0, 0, 0
L -594.0000, -657.0000, 186.0000, -597.0000, 619.0000, 186.0000, 0, 0, 0
L -597.0000, 619.0000, 186.0000, -557.0000, 659.0000, 186.0000, 0, 0, 0
L -557.0000, 659.0000, 186.0000, 604.0000, 659.0000, 186.0000, 0, 0, 0
L 604.0000, 659.0000, 186.0000, 608.0000, -253.0000, 186.0000, 0, 0, 0
L 474.0000, -160.0000, 101.0000, 472.0000, -160.0000, 101.0000, 0, 0, 0
L 460.0000, -125.0000, 101.0000, 460.0000, -130.0000, 101.0000, 0, 0, 0
L 460.0000, -130.0000, 101.0000, 432.0000, -130.0000, 101.0000, 0, 0, 0
L 467.0000, -158.0000, 101.0000, 408.0000, -158.0000, 101.0000, 0, 0, 0
L 404.0000, -158.0000, 101.0000, 404.0000, -66.0000, 101.0000, 0, 0, 0
L 422.0000, -66.0000, 101.0000, 422.0000, -77.0000, 101.0000, 204, 51, 0
L 422.0000, -77.0000, 101.0000, 475.0000, -77.0000, 101.0000, 204, 51, 0
L 475.0000, -77.0000, 101.0000, 475.0000, -66.0000, 101.0000, 204, 51, 0
L 487.0000, -66.0000, 101.0000, 487.0000, -98.0000, 101.0000, 0, 0, 0
L 491.0000, -103.0000, 101.0000, 491.0000, -45.0000, 101.0000, 0, 0, 0
L 491.0000, -27.0000, 101.0000, 481.0000, -27.0000, 101.0000, 0, 0, 0
L 399.0000, -61.0000, 101.0000, 399.0000, -158.0000, 101.0000, 0, 0, 0
L 481.0000, -3.0000, 101.0000, 491.0000, -3.0000, 101.0000, 0, 0, 0
L 372.0000, 99.0000, 101.0000, 371.0000, 59.0000, 101.0000, 0, 0, 0
L 371.0000, 59.0000, 101.0000, 266.0000, 59.0000, 101.0000, 0, 0, 0
L 266.0000, 59.0000, 101.0000, 266.0000, 55.0000, 101.0000, 0, 0, 0
L 266.0000, 55.0000, 101.0000, 375.0000, 55.0000, 101.0000, 0, 0, 0
L 375.0000, 55.0000, 101.0000, 376.0000, 94.0000, 101.0000, 0, 0, 0
L 489.0000, 94.0000, 101.0000, 489.0000, 31.0000, 101.0000, 0, 0, 0
L 489.0000, 31.0000, 101.0000, 409.0000, 31.0000, 101.0000, 0, 0, 0
L 409.0000, -28.0000, 101.0000, 379.0000, -28.0000, 101.0000, 0, 0, 0
L 469.0000, -165.0000, 101.0000, 469.0000, -248.0000, 101.0000, 0, 0, 0
L 469.0000, -248.0000, 101.0000, 71.0000, -248.0000, 101.0000, 0, 0, 0
L 71.0000, -248.0000, 101.0000, 71.0000, -85.0000, 101.0000, 0, 0, 0
L 66.0000, -80.0000, 101.0000, 66.0000, -84.0000, 101.0000, 0, 0, 0
L 66.0000, -84.0000, 101.0000, -21.0000, -84.0000, 101.0000, 0, 0, 0
L -21.0000, -84.0000, 101.0000, -70.0000, -13.0000, 101.0000, 0, 0, 0
L 2.0000, 56.0000, 101.0000, 40.0000, 39.0000, 101.0000, 0, 0, 0
L 40.0000, 39.0000, 101.0000, 57.0000, 3.0000, 101.0000, 0, 0, 0
L 57.0000, 3.0000, 101.0000, 50.0000, 0.0000, 101.0000, 0, 0, 0
L 50.0000, 0.0000, 101.0000, 35.0000, 34.0000, 101.0000, 0, 0, 0
L 35.0000, 34.0000, 101.0000, -1.0000, 50.0000, 101.0000, 0, 0, 0
L -1.0000, 50.0000, 101.0000, -36.0000, 34.0000, 101.0000, 0, 0, 0
L -36.0000, 34.0000, 101.0000, -51.0000, 0.0000, 101.0000, 0, 0, 0
L -51.0000, 0.0000, 101.0000, -36.0000, -36.0000, 101.0000, 0, 0, 0
L -36.0000, -36.0000, 101.0000, 0.0000, -50.0000, 101.0000, 0, 0, 0
L 0.0000, -50.0000, 101.0000, 36.0000, -34.0000, 101.0000, 0, 0, 0
L 36.0000, -34.0000, 101.0000, 38.0000, -38.0000, 101.0000, 0, 0, 0
L 38.0000, -38.0000, 101.0000, 0.0000, -56.0000, 101.0000, 0, 0, 0
L 0.0000, -56.0000, 101.0000, -39.0000, -41.0000, 101.0000, 0, 0, 0
L -39.0000, -41.0000, 101.0000, -58.0000, 0.0000, 101.0000, 0, 0, 0
L -58.0000, 0.0000, 101.0000, -38.0000, 40.0000, 101.0000, 0, 0, 0
L -556.0000, 618.0000, 101.0000, -557.0000, -616.0000, 101.0000, 125, 125, 125
L -557.0000, -616.0000, 101.0000, -361.0000, -616.0000, 101.0000, 0, 0, 0
L 445.0000, -437.0000, 101.0000, 487.0000, -394.0000, 101.0000, 0, 0, 0
L 487.0000, -394.0000, 101.0000, 475.0000, -382.0000, 101.0000, 0, 0, 0
L 475.0000, -382.0000, 101.0000, 446.0000, -410.0000, 101.0000, 0, 0, 0
L 446.0000, -410.0000, 101.0000, 424.0000, -388.0000, 101.0000, 0, 0, 0
L 424.0000, -388.0000, 101.0000, 425.0000, -385.0000, 101.0000, 0, 0, 0
L 425.0000, -385.0000, 101.0000, 422.0000, -382.0000, 101.0000, 0, 0, 0
L 422.0000, -382.0000, 101.0000, 429.0000, -374.0000, 101.0000, 0, 0, 0
L 429.0000, -374.0000, 101.0000, 433.0000, -377.0000, 101.0000, 0, 0, 0
L 433.0000, -377.0000, 101.0000, 476.0000, -336.0000, 101.0000, 0, 0, 0
L 476.0000, -336.0000, 101.0000, 547.0000, -409.0000, 101.0000, 0, 0, 0
L 547.0000, -409.0000, 101.0000, 481.0000, -473.0000, 101.0000, 0, 0, 0
L 540.0000, -408.0000, 101.0000, 475.0000, -343.0000, 101.0000, 0, 0, 0
L 475.0000, -343.0000, 101.0000, 431.0000, -387.0000, 101.0000, 0, 0, 0
L 431.0000, -387.0000, 101.0000, 447.0000, -403.0000, 101.0000, 0, 0, 0
L 447.0000, -403.0000, 101.0000, 476.0000, -376.0000, 101.0000, 0, 0, 0
L 476.0000, -376.0000, 101.0000, 493.0000, -394.0000, 101.0000, 0, 0, 0
L 433.0000, -602.0000, 101.0000, 497.0000, -549.0000, 101.0000, 0, 0, 0
L 497.0000, -549.0000, 101.0000, 494.0000, -543.0000, 101.0000, 0, 0, 0
L 494.0000, -543.0000, 101.0000, 497.0000, -542.0000, 101.0000, 0, 0, 0
L 497.0000, -542.0000, 101.0000, 503.0000, -549.0000, 101.0000, 0, 0, 0
L 503.0000, -549.0000, 101.0000, 433.0000, -609.0000, 101.0000, 0, 0, 0
L 433.0000, -609.0000, 101.0000, 386.0000, -553.0000, 101.0000, 0, 0, 0
L 386.0000, -553.0000, 101.0000, 413.0000, -530.0000, 101.0000, 0, 0, 0
L 422.0000, -523.0000, 101.0000, 457.0000, -494.0000, 101.0000, 0, 0, 0
L 457.0000, -494.0000, 101.0000, 486.0000, -528.0000, 101.0000, 0, 0, 0
L 486.0000, -528.0000, 101.0000, 483.0000, -531.0000, 101.0000, 0, 0, 0
L 408.0000, -357.0000, 101.0000, 363.0000, -312.0000, 101.0000, 0, 0, 0
L 363.0000, -312.0000, 101.0000, 305.0000, -371.0000, 101.0000, 0, 0, 0
L 305.0000, -371.0000, 101.0000, 308.0000, -375.0000, 101.0000, 0, 0, 0
L 308.0000, -375.0000, 101.0000, 305.0000, -378.0000, 101.0000, 0, 0, 0
L 305.0000, -378.0000, 101.0000, 298.0000, -371.0000, 101.0000, 0, 0, 0
L 298.0000, -371.0000, 101.0000, 363.0000, -306.0000, 101.0000, 0, 0, 0
L 363.0000, -306.0000, 101.0000, 414.0000, -357.0000, 101.0000, 0, 0, 0
L 414.0000, -357.0000, 101.0000, 414.0000, -358.0000, 101.0000, 0, 0, 0
L 414.0000, -358.0000, 101.0000, 417.0000, -362.0000, 101.0000, 0, 0, 0
L 417.0000, -362.0000, 101.0000, 409.0000, -370.0000, 101.0000, 0, 0, 0
L 409.0000, -370.0000, 101.0000, 406.0000, -366.0000, 101.0000, 0, 0, 0
L 406.0000, -366.0000, 101.0000, 374.0000, -398.0000, 101.0000, 0, 0, 0
L 374.0000, -398.0000, 101.0000, 378.0000, -401.0000, 101.0000, 0, 0, 0
L 378.0000, -401.0000, 101.0000, 370.0000, -409.0000, 101.0000, 0, 0, 0
L 370.0000, -409.0000, 101.0000, 366.0000, -406.0000, 101.0000, 0, 0, 0
L 366.0000, -406.0000, 101.0000, 350.0000, -422.0000, 101.0000, 0, 0, 0
L 350.0000, -422.0000, 101.0000, 318.0000, -390.0000, 101.0000, 0, 0, 0
L 318.0000, -390.0000, 101.0000, 321.0000, -388.0000, 101.0000, 0, 0, 0
L 321.0000, -388.0000, 101.0000, 349.0000, -415.0000, 101.0000, 0, 0, 0
L 395.0000, -423.0000, 101.0000, 378.0000, -437.0000, 101.0000, 0, 0, 0
L 378.0000, -437.0000, 101.0000, 403.0000, -468.0000, 101.0000, 0, 0, 0
L 403.0000, -468.0000, 101.0000, 394.0000, -475.0000, 101.0000, 0, 0, 0
L 394.0000, -475.0000, 101.0000, 392.0000, -473.0000, 101.0000, 0, 0, 0
L 392.0000, -473.0000, 101.0000, 396.0000, -467.0000, 101.0000, 0, 0, 0
L 396.0000, -467.0000, 101.0000, 378.0000, -446.0000, 101.0000, 0, 0, 0
L 378.0000, -446.0000, 101.0000, 374.0000, -449.0000, 101.0000, 0, 0, 0
L 374.0000, -449.0000, 101.0000, 367.0000, -442.0000, 101.0000, 0, 0, 0
L 367.0000, -442.0000, 101.0000, 385.0000, -424.0000, 101.0000, 0, 0, 0
L 385.0000, -424.0000, 101.0000, 383.0000, -421.0000, 101.0000, 0, 0, 0
L 383.0000, -421.0000, 101.0000, 390.0000, -414.0000, 101.0000, 0, 0, 0
L 390.0000, -414.0000, 101.0000, 394.0000, -417.0000, 101.0000, 0, 0, 0
L 394.0000, -417.0000, 101.0000, 395.0000, -416.0000, 101.0000, 0, 0, 0
L 395.0000, -416.0000, 101.0000, 442.0000, -471.0000, 101.0000, 0, 0, 0
L 442.0000, -471.0000, 101.0000, 405.0000, -503.0000, 101.0000, 0, 0, 0
L 408.7231, -507.0000, 101.0000, 400.0000, -515.0000, 101.0000, 0, 0, 0
L 396.0000, -511.0000, 101.0000, 364.0000, -537.0000, 101.0000, 0, 0, 0
L 364.0000, -537.0000, 101.0000, 305.0000, -466.0000, 101.0000, 0, 0, 0
L 305.0000, -466.0000, 101.0000, 337.0000, -439.0000, 101.0000, 0, 0, 0
L 337.0000, -439.0000, 101.0000, 350.0000, -454.0000, 101.0000, 0, 0, 0
L 350.0000, -454.0000, 101.0000, 354.0000, -452.0000, 101.0000, 0, 0, 0
L 354.0000, -452.0000, 101.0000, 361.0000, -459.0000, 101.0000, 0, 0, 0
L 361.0000, -459.0000, 101.0000, 358.0000, -463.0000, 101.0000, 0, 0, 0
L 358.0000, -463.0000, 101.0000, 376.0000, -485.0000, 101.0000, 0, 0, 0
L 376.0000, -485.0000, 101.0000, 381.0000, -480.0000, 101.0000, 0, 0, 0
L 381.0000, -480.0000, 101.0000, 384.0000, -483.0000, 101.0000, 0, 0, 0
L 384.0000, -483.0000, 101.0000, 374.0000, -491.0000, 101.0000, 0, 0, 0
L 374.0000, -491.0000, 101.0000, 337.0000, -446.0000, 101.0000, 0, 0, 0
L 337.0000, -446.0000, 101.0000, 311.0000, -467.0000, 101.0000, 0, 0, 0
L 329.0000, -469.0000, 101.0000, 362.0000, -509.0000, 101.0000, 204, 51, 0
L 365.0000, -530.0000, 101.0000, 436.0000, -471.0000, 101.0000, 0, 0, 0
L -56.0000, -372.0000, 101.0000, -56.0000, -265.0000, 101.0000, 0, 0, 0
L 18.0000, -243.0000, 101.0000, 18.0000, -260.0000, 101.0000, 0, 0, 0
L -61.0000, -271.0000, 101.0000, -61.0000, -376.0000, 101.0000, 0, 0, 0
L -61.0000, -376.0000, 101.0000, 75.0000, -376.0000, 101.0000, 0, 0, 0
L 75.0000, -376.0000, 101.0000, 75.0000, -277.0000, 101.0000, 0, 0, 0
L 75.0000, -277.0000, 101.0000, 190.0000, -277.0000, 101.0000, 0, 0, 0
L 258.0000, -370.0000, 101.0000, 158.0000, -370.0000, 101.0000, 0, 0, 0
L 158.0000, -370.0000, 101.0000, 158.0000, -384.0000, 101.0000, 0, 0, 0
L -44.0000, -274.0000, 101.0000, -11.0000, -274.0000, 101.0000, 0, 0, 0
L -6.0000, -319.0000, 101.0000, -6.0000, -269.0000, 101.0000, 0, 0, 0
L -49.0000, -361.0000, 101.0000, 23.0000, -361.0000, 101.0000, 0, 0, 0
L 23.0000, -361.0000, 101.0000, 23.0000, -328.0000, 101.0000, 0, 0, 0
L 18.0000, -324.0000, 101.0000, 18.0000, -357.0000, 101.0000, 0, 0, 0
L 18.0000, -357.0000, 101.0000, -44.0000, -357.0000, 101.0000, 0, 0, 0
L -258.0000, -616.0000, 101.0000, 567.0000, -616.0000, 101.0000, 125, 125, 125
L -361.0000, -616.0000, 101.0000, -258.0000, -616.0000, 101.0000, 0, 0, 0
L -361.0000, -616.0000, 101.0000, -361.0000, -589.0000, 101.0000, 0, 0, 0
L -361.0000, -577.0000, 101.0000, -361.0000, -539.0000, 101.0000, 0, 0, 0
L -361.0000, -528.0000, 101.0000, -361.0000, -525.0000, 101.0000, 0, 0, 0
L -322.0000, -529.0000, 101.0000, -356.0000, -529.0000, 101.0000, 0, 0, 0
L -394.0000, -592.0000, 101.0000, -476.0000, -592.0000, 101.0000, 0, 0, 0
L -476.0000, -592.0000, 101.0000, -476.0000, -573.0000, 101.0000, 0, 0, 0
L -487.0000, -555.0000, 101.0000, -487.0000, -566.0000, 101.0000, 0, 0, 0
L -426.0000, -529.0000, 101.0000, -394.0000, -529.0000, 101.0000, 0, 0, 0
L -471.0000, -472.0000, 101.0000, -471.0000, -453.0000, 101.0000, 204, 51, 0
L -552.0000, -423.0000, 101.0000, -552.0000, -350.0000, 101.0000, 0, 0, 0
L -552.0000, -350.0000, 101.0000, -473.0000, -350.0000, 101.0000, 0, 0, 0
L -473.0000, -350.0000, 101.0000, -473.0000, -290.0000, 101.0000, 0, 0, 0
L -473.0000, -290.0000, 101.0000, -443.0000, -290.0000, 101.0000, 0, 0, 0
L -443.0000, -290.0000, 101.0000, -443.0000, -163.0000, 101.0000, 0, 0, 0
L -443.0000, -163.0000, 101.0000, -533.0000, -162.0000, 101.0000, 0, 0, 0
L -532.0000, -70.0000, 101.0000, -512.0000, -70.0000, 101.0000, 0, 0, 0
L -220.0000, -71.0000, 101.0000, -220.0000, -242.0000, 101.0000, 0, 0, 0
L -225.0000, -238.0000, 101.0000, -225.0000, -75.0000, 101.0000, 0, 0, 0
L -225.0000, -75.0000, 101.0000, -311.0000, -75.0000, 101.0000, 0, 0, 0
L -311.0000, -75.0000, 101.0000, -311.0000, -107.0000, 101.0000, 0, 0, 0
L -311.0000, -107.0000, 101.0000, -322.0000, -107.0000, 101.0000, 0, 0, 0
L -322.0000, -107.0000, 101.0000, -322.0000, -75.0000, 101.0000, 0, 0, 0
L -322.0000, -75.0000, 101.0000, -528.0000, -75.0000, 101.0000, 0, 0, 0
L -528.0000, -75.0000, 101.0000, -528.0000, -158.0000, 101.0000, 0, 0, 0
L -528.0000, -158.0000, 101.0000, -443.0000, -159.0000, 101.0000, 0, 0, 0
L -438.0000, -278.0000, 101.0000, -430.0000, -278.0000, 101.0000, 0, 0, 0
L -548.0000, -355.0000, 101.0000, -548.0000, -418.0000, 101.0000, 0, 0, 0
L -548.0000, -418.0000, 101.0000, -435.0000, -418.0000, 101.0000, 0, 0, 0
L -390.0000, -163.0000, 101.0000, -283.0000, -163.0000, 101.0000, 0, 0, 0
L -278.0000, -238.0000, 101.0000, -278.0000, -158.0000, 101.0000, 0, 0, 0
L -278.0000, -158.0000, 101.0000, -311.0000, -158.0000, 101.0000, 0, 0, 0
L -311.0000, -158.0000, 101.0000, -311.0000, -130.0000, 101.0000, 0, 0, 0
L -311.0000, -130.0000, 101.0000, -322.0000, -130.0000, 101.0000, 0, 0, 0
L -322.0000, -130.0000, 101.0000, -322.0000, -158.0000, 101.0000, 0, 0, 0
L -322.0000, -158.0000, 101.0000, -385.8818, -158.0000, 101.0000, 0, 0, 0
L -395.0000, -278.0000, 101.0000, -404.0000, -278.0000, 101.0000, 0, 0, 0
L -525.0000, -274.0000, 101.0000, -521.0000, -274.0000, 101.0000, 0, 0, 0
L -521.0000, -274.0000, 101.0000, -521.0000, -279.0000, 101.0000, 0, 0, 0
L -347.0000, -261.0000, 101.0000, -347.0000, -212.0000, 101.0000, 0, 0, 0
L -347.0000, -212.0000, 101.0000, -376.0000, -212.0000, 101.0000, 0, 0, 0
L -277.0000, 14.0000, 101.0000, -268.0000, 3.0000, 101.0000, 204, 51, 0
L -261.0000, -35.0000, 101.0000, -271.0000, -45.0000, 101.0000, 204, 51, 0
L -262.0000, -55.0000, 101.0000, -199.0000, -2.0000, 101.0000, 0, 0, 0
L -198.0000, 4.0000, 101.0000, -192.0000, -3.0000, 101.0000, 0, 0, 0
L -192.0000, -3.0000, 101.0000, -262.0000, -62.0000, 101.0000, 0, 0, 0
L -262.0000, -62.0000, 101.0000, -309.0000, -7.0000, 101.0000, 0, 0, 0
L -309.0000, -7.0000, 101.0000, -283.0000, 15.0000, 101.0000, 0, 0, 0
L -283.0000, 15.0000, 101.0000, -285.0000, 19.0000, 101.0000, 0, 0, 0
L -285.0000, 19.0000, 101.0000, -278.0000, 25.0000, 101.0000, 0, 0, 0
L -278.0000, 25.0000, 101.0000, -274.0000, 23.0000, 101.0000, 0, 0, 0
L -274.0000, 23.0000, 101.0000, -239.0000, 52.0000, 101.0000, 0, 0, 0
L -239.0000, 52.0000, 101.0000, -210.0000, 18.0000, 101.0000, 0, 0, 0
L -210.0000, 18.0000, 101.0000, -213.0000, 15.0000, 101.0000, 0, 0, 0
L -213.0000, 15.0000, 101.0000, -239.0000, 45.0000, 101.0000, 0, 0, 0
L -202.0000, 151.0000, 101.0000, -220.0000, 170.0000, 101.0000, 0, 0, 0
L -220.0000, 170.0000, 101.0000, -249.0000, 142.0000, 101.0000, 0, 0, 0
L -249.0000, 142.0000, 101.0000, -265.0000, 159.0000, 101.0000, 0, 0, 0
L -265.0000, 159.0000, 101.0000, -220.0000, 203.0000, 101.0000, 0, 0, 0
L -220.0000, 203.0000, 101.0000, -155.0000, 137.0000, 101.0000, 0, 0, 0
L -155.0000, 137.0000, 101.0000, -213.0000, 79.0000, 101.0000, 0, 0, 0
L -213.0000, 79.0000, 101.0000, -215.0000, 80.0000, 101.0000, 0, 0, 0
L -215.0000, 80.0000, 101.0000, -218.0000, 78.0000, 101.0000, 0, 0, 0
L -218.0000, 78.0000, 101.0000, -214.0000, 72.0000, 101.0000, 0, 0, 0
L -214.0000, 72.0000, 101.0000, -148.0000, 137.0000, 101.0000, 0, 0, 0
L -148.0000, 137.0000, 101.0000, -221.0000, 210.0000, 101.0000, 0, 0, 0
L -221.0000, 210.0000, 101.0000, -262.0000, 168.0000, 101.0000, 0, 0, 0
L -262.0000, 168.0000, 101.0000, -265.0000, 171.0000, 101.0000, 0, 0, 0
L -265.0000, 171.0000, 101.0000, -273.0000, 165.0000, 101.0000, 0, 0, 0
L -273.0000, 165.0000, 101.0000, -270.0000, 160.0000, 101.0000, 0, 0, 0
L -270.0000, 160.0000, 101.0000, -271.0000, 158.0000, 101.0000, 0, 0, 0
L -271.0000, 158.0000, 101.0000, -248.0000, 136.0000, 101.0000, 0, 0, 0
L -248.0000, 136.0000, 101.0000, -220.0000, 163.0000, 101.0000, 0, 0, 0
L -220.0000, 163.0000, 101.0000, -208.0000, 151.0000, 101.0000, 0, 0, 0
L -208.0000, 151.0000, 101.0000, -250.0000, 107.0000, 101.0000, 0, 0, 0
L -250.0000, 107.0000, 101.0000, -228.0000, 86.0000, 101.0000, 0, 0, 0
L -228.0000, 86.0000, 101.0000, -224.0000, 89.0000, 101.0000, 0, 0, 0
L -224.0000, 89.0000, 101.0000, -244.0000, 109.0000, 101.0000, 0, 0, 0
L -333.0000, 36.0000, 101.0000, -367.0000, 77.0000, 101.0000, 204, 51, 0
L -384.0000, 79.0000, 101.0000, -359.0000, 100.0000, 101.0000, 0, 0, 0
L -359.0000, 100.0000, 101.0000, -319.0000, 55.0000, 101.0000, 0, 0, 0
L -341.0000, 94.0000, 101.0000, -345.0000, 91.0000, 101.0000, 0, 0, 0
L -359.0000, 106.0000, 101.0000, -384.0000, 85.0000, 101.0000, 0, 0, 0
L -387.7500, 75.0000, 101.0000, -330.0000, 9.0000, 101.0000, 0, 0, 0
L -330.0000, 9.0000, 101.0000, -299.0000, 35.0000, 101.0000, 0, 0, 0
L -299.0000, 35.0000, 101.0000, -296.0000, 32.0000, 101.0000, 0, 0, 0
L -296.0000, 32.0000, 101.0000, -288.0000, 38.0000, 101.0000, 0, 0, 0
L -288.0000, 38.0000, 101.0000, -290.0000, 42.0000, 101.0000, 0, 0, 0
L -290.0000, 42.0000, 101.0000, -253.0000, 74.0000, 101.0000, 0, 0, 0
L -253.0000, 74.0000, 101.0000, -299.0000, 129.0000, 101.0000, 0, 0, 0
L -299.0000, 129.0000, 101.0000, -301.0000, 129.0000, 101.0000, 0, 0, 0
L -301.0000, 129.0000, 101.0000, -306.0000, 132.0000, 101.0000, 0, 0, 0
L -306.0000, 132.0000, 101.0000, -312.0000, 125.0000, 101.0000, 0, 0, 0
L -312.0000, 125.0000, 101.0000, -310.0000, 121.0000, 101.0000, 0, 0, 0
L -310.0000, 121.0000, 101.0000, -328.0000, 104.0000, 101.0000, 0, 0, 0
L -322.0000, 97.0000, 101.0000, -317.0000, 100.0000, 101.0000, 0, 0, 0
L -292.0000, 78.0000, 101.0000, -317.0000, 108.0000, 101.0000, 0, 0, 0
L -317.0000, 108.0000, 101.0000, -300.0000, 123.0000, 101.0000, 0, 0, 0
L -300.0000, 123.0000, 101.0000, -260.0000, 75.0000, 101.0000, 0, 0, 0
L -420.0000, 37.0000, 101.0000, -420.0000, -45.0000, 101.0000, 0, 0, 0
L -499.0000, 42.0000, 101.0000, -517.0000, 42.0000, 101.0000, 0, 0, 0
L -499.0000, 70.0000, 101.0000, -510.0000, 70.0000, 101.0000, 0, 0, 0
L -505.0000, 75.0000, 101.0000, -422.0000, 75.0000, 101.0000, 0, 0, 0
L -422.0000, 75.0000, 101.0000, -422.0000, 138.0000, 101.0000, 0, 0, 0
L -510.0000, 112.0000, 101.0000, -505.0000, 112.0000, 101.0000, 0, 0, 0
L -488.0000, 264.0000, 101.0000, -488.0000, 269.0000, 101.0000, 0, 0, 0
L -453.0000, 204.0000, 101.0000, -453.0000, 243.0000, 101.0000, 0, 0, 0
L -518.0000, 176.0000, 101.0000, -425.0000, 176.0000, 101.0000, 0, 0, 0
L -425.0000, 176.0000, 101.0000, -425.0000, 239.0000, 101.0000, 0, 0, 0
L -425.0000, 239.0000, 101.0000, -448.0000, 239.0000, 101.0000, 0, 0, 0
L -347.0000, 124.0000, 101.0000, -329.0000, 140.0000, 101.0000, 0, 0, 0
L -329.0000, 140.0000, 101.0000, -324.0000, 137.0000, 101.0000, 0, 0, 0
L -324.0000, 137.0000, 101.0000, -317.0000, 143.0000, 101.0000, 0, 0, 0
L -317.0000, 143.0000, 101.0000, -321.0000, 148.0000, 101.0000, 0, 0, 0
L -321.0000, 148.0000, 101.0000, -290.0000, 180.0000, 101.0000, 0, 0, 0
L -290.0000, 180.0000, 101.0000, -286.0000, 176.0000, 101.0000, 0, 0, 0
L -286.0000, 176.0000, 101.0000, -278.0000, 183.0000, 101.0000, 0, 0, 0
L -278.0000, 183.0000, 101.0000, -282.0000, 188.0000, 101.0000, 0, 0, 0
L -282.0000, 188.0000, 101.0000, -282.0000, 190.0000, 101.0000, 0, 0, 0
L -282.0000, 190.0000, 101.0000, -333.0000, 240.0000, 101.0000, 0, 0, 0
L -333.0000, 240.0000, 101.0000, -397.0000, 175.0000, 101.0000, 0, 0, 0
L -397.0000, 175.0000, 101.0000, -390.0000, 168.0000, 101.0000, 0, 0, 0
L -391.7963, 174.0000, 101.0000, -332.0000, 233.0000, 101.0000, 0, 0, 0
L -332.0000, 233.0000, 101.0000, -288.0000, 189.0000, 101.0000, 0, 0, 0
L -288.0000, 189.0000, 101.0000, -346.0000, 130.0000, 101.0000, 0, 0, 0
L -382.0000, 282.0000, 101.0000, -360.0000, 303.0000, 101.0000, 0, 0, 0
L -360.0000, 303.0000, 101.0000, -337.0000, 280.0000, 101.0000, 0, 0, 0
L -337.0000, 280.0000, 101.0000, -382.0000, 235.0000, 101.0000, 0, 0, 0
L -382.0000, 235.0000, 101.0000, -440.0000, 294.0000, 101.0000, 0, 0, 0
L -447.0000, 294.0000, 101.0000, -382.0000, 229.0000, 101.0000, 0, 0, 0
L -382.0000, 229.0000, 101.0000, -331.0000, 280.0000, 101.0000, 0, 0, 0
L -331.0000, 280.0000, 101.0000, -359.0000, 309.0000, 101.0000, 0, 0, 0
L -359.0000, 309.0000, 101.0000, -364.0000, 307.0000, 101.0000, 0, 0, 0
L -375.0000, 302.0000, 101.0000, -370.0000, 300.0000, 101.0000, 0, 0, 0
L -370.0000, 300.0000, 101.0000, -382.0000, 289.0000, 101.0000, 0, 0, 0
L -382.0000, 289.0000, 101.0000, -417.0000, 324.0000, 101.0000, 0, 0, 0
L -493.0000, 330.0000, 101.0000, -464.0000, 330.0000, 101.0000, 0, 0, 0
L -464.0000, 330.0000, 101.0000, -464.0000, 297.0000, 101.0000, 0, 0, 0
