P -900, -400, -259, 102, 0, 204, 2, Basement
P -900, -300, -7, 0, 0, 0, 2, First_Floor
P -900, -200, 129, 0, 204, 204, 2, Second_Floor
P -900, -100, 256, 0, 204, 0, 2, Third_Floor
L -336.0, -333.9, -260.0, -270.4, -333.9, -260.0, 150, 150, 150
L -270.4, -333.9, -260.0, -337.6, -333.9, -260.0, 150, 150, 150
L -337.6, -401.1, -260.0, -337.6, -335.2, -260.0, 150, 150, 150
L -337.6, -335.2, -260.0, -337.6, -333.9, -260.0, 102, 0, 204
L -252.6, -333.9, -260.0, -251.8, -351.1, -250.0, 150, 150, 150
L -115.0, -563.0, -255.0, -115.0, -475.0, -255.0, 102, 0, 204
L -115.0, -374.0, -255.0, -58.0, -374.0, -255.0, 102, 0, 204
L -115.0, -464.0, -255.0, -115.0, -374.0, -255.0, 102, 0, 204
L -115.0, -572.0, -255.0, -119.2, -572.0, -255.0, 102, 0, 204
L -119.2, -374.0, -255.0, -119.2, -572.0, -255.0, 102, 0, 204
L 53.6, -505.4, -260.0, 53.5, -562.6, -260.0, 102, 0, 204
L 18.0, -514.9, -260.0, 44.1, -514.9, -260.0, 102, 0, 204
L 53.5, -562.6, -260.0, -33.6, -562.6, -260.0, 102, 0, 204
L -33.6, -562.6, -260.0, -33.6, -505.4, -260.0, 102, 0, 204
L -33.6, -505.4, -260.0, 2.5, -505.4, -260.0, 102, 0, 204
L 161.0, -571.0, -260.0, -115.0, -572.0, -260.0, 102, 0, 204
L 74.4, -514.9, -260.0, 101.0, -514.9, -260.0, 102, 0, 204
L 74.4, -553.1, -260.0, 74.4, -514.9, -260.0, 102, 0, 204
L 152.1, -562.6, -260.0, 64.9, -562.6, -260.0, 102, 0, 204
L 64.9, -562.6, -260.0, 65.0, -505.4, -260.0, 102, 0, 204
L 44.1, -553.1, -260.0, -24.1, -553.1, -260.0, 102, 0, 204
L 44.1, -514.9, -260.0, 44.1, -553.1, -260.0, 102, 0, 204
L -24.1, -553.1, -260.0, -24.1, -514.9, -260.0, 102, 0, 204
L 142.6, -553.1, -260.0, 74.4, -553.1, -260.0, 102, 0, 204
L -24.1, -514.9, -260.0, 2.5, -514.9, -260.0, 102, 0, 204
L 65.0, -505.4, -260.0, 101.0, -505.4, -260.0, 102, 0, 204
L 18.0, -514.9, -260.0, 18.0, -505.4, -260.0, 102, 0, 204
L 18.0, -505.4, -260.0, 53.6, -505.4, -260.0, 102, 0, 204
L 2.5, -505.4, -260.0, 2.5, -514.9, -260.0, 102, 0, 204
L 2.5, -514.9, -260.0, 2.6, -514.9, -260.0, 102, 0, 204
L 101.0, -505.4, -260.0, 101.0, -514.9, -260.0, 102, 0, 204
L 101.0, -514.9, -260.0, 101.1, -514.9, -260.0, 102, 0, 204
L 115.6, -514.9, -259.5, 116.0, -505.4, -260.0, 102, 0, 204
L -33.0, -465.0, -260.0, 161.0, -465.0, -260.0, 102, 0, 204
L 161.0, -571.0, -260.0, 161.0, -465.0, -260.0, 102, 0, 204
L -33.0, -401.0, -255.0, -33.0, -416.0, -255.0, 102, 0, 204
L 23.0, -376.0, -255.0, -33.0, -376.0, -255.0, 102, 0, 204
L -33.0, -426.0, -255.0, -33.0, -465.0, -260.0, 102, 0, 204
L 12.0, -355.0, -255.0, -23.0, -355.0, -255.0, 102, 0, 204
L 23.0, -365.0, -255.0, -35.0, -365.0, -255.0, 102, 0, 204
L 1.0, 351.9, 9.0, 1.0, 355.0, 9.0, 0, 0, 0
L 1.0, 351.9, 9.0, 7.0, 351.9, 9.0, 205, 133, 63
L 7.0, 348.8, 9.0, 7.0, 355.0, 9.0, 205, 133, 63
L 7.0, 348.8, 9.0, 13.0, 348.8, 9.0, 205, 133, 63
L 7.0, 355.0, 9.0, 13.0, 355.0, 9.0, 205, 133, 63
L 13.0, 348.8, 9.0, 13.0, 351.9, 9.0, 205, 133, 63
L 13.0, 351.9, 9.0, 13.0, 355.0, 9.0, 205, 133, 63
L 19.0, 351.9, 9.0, 19.0, 284.2, 9.0, 0, 0, 0
L 13.0, 351.9, 9.0, 19.0, 351.9, 9.0, 205, 133, 63
L 1.0, 284.2, 9.0, 1.0, 351.9, 9.0, 0, 0, 0
L 1.0, 284.2, 9.0, 7.0, 284.2, 9.0, 205, 133, 63
L 7.0, 281.0, 9.0, 7.0, 287.5, 9.0, 205, 133, 63
L 7.0, 281.0, 9.0, 13.0, 281.0, 9.0, 205, 133, 63
L 7.0, 287.5, 9.0, 13.0, 287.5, 9.0, 205, 133, 63
L 13.0, 281.0, 9.0, 13.0, 284.2, 9.0, 205, 133, 63
L 13.0, 284.2, 9.0, 13.0, 287.5, 9.0, 205, 133, 63
L 19.0, 284.2, 9.0, 19.0, 281.0, 9.0, 0, 0, 0
L 13.0, 284.2, 9.0, 19.0, 284.2, 9.0, 205, 133, 63
L 110.5, 633.3, 138.0, 110.5, 627.7, 138.0, 205, 133, 63
L 112.7, 639.0, 138.0, -122.0, 639.0, 138.0, 0, 204, 204
L 112.7, 639.0, 138.0, 112.7, 633.3, 138.0, 205, 133, 63
L 110.5, 633.3, 138.0, 115.0, 633.3, 138.0, 205, 133, 63
L 110.5, 627.7, 138.0, 112.7, 627.7, 138.0, 205, 133, 63
L 112.7, 627.7, 138.0, 115.0, 627.7, 138.0, 205, 133, 63
L 112.7, 622.0, 138.0, 115.0, 622.0, 138.0, 0, 204, 204
L 112.7, 627.7, 138.0, 112.7, 622.0, 138.0, 205, 133, 63
L 115.0, 633.3, 138.0, 115.0, 627.7, 138.0, 205, 133, 63
L -226.0, 665.0, 138.0, -226.0, 661.7, 138.0, 0, 204, 204
L -244.0, 661.7, 138.0, -244.0, 563.4, 138.0, 0, 204, 204
L -244.0, 661.7, 138.0, -238.0, 661.7, 138.0, 205, 133, 63
L -238.0, 658.4, 138.0, -238.0, 665.0, 138.0, 205, 133, 63
L -238.0, 658.4, 138.0, -232.0, 658.4, 138.0, 205, 133, 63
L -238.0, 665.0, 138.0, -232.0, 665.0, 138.0, 205, 133, 63
L -232.0, 658.4, 138.0, -232.0, 661.7, 138.0, 205, 133, 63
L -232.0, 661.7, 138.0, -232.0, 665.0, 138.0, 205, 133, 63
L -226.0, 661.7, 138.0, -226.0, 638.0, 138.0, 0, 204, 204
L -232.0, 661.7, 138.0, -226.0, 661.7, 138.0, 205, 133, 63
L 112.0, 559.0, 138.0, 19.0, 559.0, 138.0, 0, 204, 204
L -91.0, 559.0, 138.0, -91.0, 353.0, 138.0, 0, 204, 204
L 2.0, 622.0, 138.0, 2.0, 562.5, 138.0, 0, 204, 204
L 2.0, 559.0, 138.0, -91.0, 559.0, 138.0, 0, 204, 204
L 2.0, 562.5, 138.0, 2.0, 559.0, 138.0, 0, 204, 204
L 2.0, 562.5, 138.0, 7.7, 562.5, 138.0, 205, 133, 63
L 7.7, 559.0, 138.0, 7.7, 566.0, 138.0, 205, 133, 63
L 7.7, 559.0, 138.0, 13.3, 559.0, 138.0, 205, 133, 63
L 7.7, 566.0, 138.0, 13.3, 566.0, 138.0, 205, 133, 63
L 13.3, 559.0, 138.0, 13.3, 562.5, 138.0, 205, 133, 63
L 13.3, 562.5, 138.0, 13.3, 566.0, 138.0, 205, 133, 63
L 19.0, 562.5, 138.0, 19.0, 622.0, 138.0, 0, 204, 204
L 13.3, 562.5, 138.0, 19.0, 562.5, 138.0, 205, 133, 63
L -418.0, 197.0, -6.0, -473.3, 197.0, -6.0, 0, 0, 0
L -476.0, 197.0, -6.0, -476.0, 249.0, -6.0, 0, 0, 0
L -476.0, 192.0, -6.0, -476.0, 187.0, -6.0, 205, 133, 63
L -473.3, 197.0, -6.0, -476.0, 197.0, -6.0, 0, 0, 0
L -473.3, 197.0, -6.0, -473.3, 192.0, -6.0, 205, 133, 63
L -476.0, 192.0, -6.0, -470.7, 192.0, -6.0, 205, 133, 63
L -476.0, 187.0, -6.0, -473.3, 187.0, -6.0, 205, 133, 63
L -473.3, 187.0, -6.0, -470.7, 187.0, -6.0, 205, 133, 63
L -473.3, 182.0, -6.0, -418.0, 182.0, -6.0, 0, 0, 0
L -473.3, 187.0, -6.0, -473.3, 182.0, -6.0, 205, 133, 63
L -470.7, 192.0, -6.0, -470.7, 187.0, -6.0, 205, 133, 63
L -387.0, 200.0, -6.0, -391.0, 200.0, -6.0, 0, 0, 0
L -418.0, 217.0, -6.0, -391.0, 217.0, -6.0, 0, 0, 0
L -387.0, 239.0, -6.0, -387.0, 217.0, -6.0, 0, 0, 0
L -395.0, 211.3, -6.0, -395.0, 205.7, -6.0, 205, 133, 63
L -391.0, 217.0, -6.0, -387.0, 217.0, -6.0, 0, 0, 0
L -391.0, 217.0, -6.0, -391.0, 211.3, -6.0, 205, 133, 63
L -395.0, 211.3, -6.0, -387.0, 211.3, -6.0, 205, 133, 63
L -395.0, 205.7, -6.0, -391.0, 205.7, -6.0, 205, 133, 63
L -391.0, 205.7, -6.0, -387.0, 205.7, -6.0, 205, 133, 63
L -391.0, 200.0, -6.0, -402.0, 200.0, -6.0, 0, 0, 0
L -391.0, 205.7, -6.0, -391.0, 200.0, -6.0, 205, 133, 63
L -387.0, 211.3, -6.0, -387.0, 205.7, -6.0, 205, 133, 63
L -337.0, 214.0, -6.0, -339.0, 214.0, -6.0, 0, 0, 0
L -341.0, 214.0, -6.0, -341.0, 239.0, -6.0, 0, 0, 0
L -341.0, 205.0, -6.0, -339.0, 205.0, -6.0, 0, 0, 0
L -337.0, 205.0, -6.0, -337.0, 201.0, -6.0, 0, 0, 0
L -341.0, 211.0, -6.0, -341.0, 208.0, -6.0, 255, 255, 0
L -339.0, 214.0, -6.0, -341.0, 214.0, -6.0, 0, 0, 0
L -339.0, 214.0, -6.0, -339.0, 211.0, -6.0, 255, 255, 0
L -341.0, 211.0, -6.0, -337.0, 211.0, -6.0, 255, 255, 0
L -341.0, 208.0, -6.0, -339.0, 208.0, -6.0, 255, 255, 0
L -339.0, 208.0, -6.0, -337.0, 208.0, -6.0, 255, 255, 0
L -339.0, 205.0, -6.0, -337.0, 205.0, -6.0, 0, 0, 0
L -339.0, 208.0, -6.0, -339.0, 205.0, -6.0, 255, 255, 0
L -337.0, 211.0, -6.0, -337.0, 208.0, -6.0, 255, 255, 0
L -677.0, 200.0, -6.0, -627.0, 200.0, -6.0, 0, 0, 0
L -627.0, 200.0, -6.0, -621.0, 200.0, -6.0, 0, 0, 0
L -619.0, 249.0, -6.0, -619.0, 201.0, -6.0, 0, 0, 0
L -619.0, 201.0, -6.0, -619.0, 200.0, -6.0, 0, 0, 0
L -623.0, 195.3, -6.0, -623.0, 190.7, -6.0, 205, 133, 63
L -621.0, 200.0, -6.0, -619.0, 200.0, -6.0, 0, 0, 0
L -621.0, 200.0, -6.0, -621.0, 195.3, -6.0, 205, 133, 63
L -623.0, 195.3, -6.0, -619.0, 195.3, -6.0, 205, 133, 63
L -623.0, 190.7, -6.0, -621.0, 190.7, -6.0, 205, 133, 63
L -621.0, 190.7, -6.0, -619.0, 190.7, -6.0, 205, 133, 63
L -621.0, 186.0, -6.0, -619.0, 186.0, -6.0, 0, 0, 0
L -621.0, 190.7, -6.0, -621.0, 186.0, -6.0, 205, 133, 63
L -619.0, 195.3, -6.0, -619.0, 190.7, -6.0, 205, 133, 63
L -619.0, 186.0, -6.0, -619.0, 135.0, -6.0, 0, 0, 0
L -708.0, 213.0, -6.0, -708.0, 207.0, -6.0, 205, 133, 63
L -705.5, 219.0, -6.0, -708.0, 219.0, -6.0, 0, 0, 0
L -705.5, 219.0, -6.0, -705.5, 213.0, -6.0, 205, 133, 63
L -708.0, 213.0, -6.0, -703.0, 213.0, -6.0, 205, 133, 63
L -708.0, 207.0, -6.0, -705.5, 207.0, -6.0, 205, 133, 63
L -705.5, 207.0, -6.0, -703.0, 207.0, -6.0, 205, 133, 63
L -705.5, 201.0, -6.0, -693.0, 201.0, -6.0, 0, 0, 0
L -705.5, 207.0, -6.0, -705.5, 201.0, -6.0, 205, 133, 63
L -703.0, 213.0, -6.0, -703.0, 207.0, -6.0, 205, 133, 63
L -650.0, 1.0, -6.0, -650.0, -92.0, -6.0, 0, 0, 0
L -654.6, 12.3, -6.0, -654.6, 6.7, -6.0, 205, 133, 63
L -652.3, 18.0, -6.0, -680.0, 18.0, -6.0, 0, 0, 0
L -652.3, 18.0, -6.0, -652.3, 12.3, -6.0, 205, 133, 63
L -654.6, 12.3, -6.0, -652.3, 12.3, -6.0, 205, 133, 63
L -654.6, 6.7, -6.0, -652.3, 6.7, -6.0, 205, 133, 63
L -652.3, 6.7, -6.0, -650.0, 6.7, -6.0, 205, 133, 63
L -652.3, 1.0, -6.0, -650.0, 1.0, -6.0, 0, 0, 0
L -652.3, 6.7, -6.0, -652.3, 1.0, -6.0, 205, 133, 63
L -650.0, 12.3, -6.0, -650.0, 6.7, -6.0, 205, 133, 63
L -432.3, -218.2, 130.0, -432.3, -224.1, 130.0, 205, 133, 63
L -427.7, -212.3, 130.0, -427.7, -218.2, 130.0, 205, 133, 63
L -432.3, -218.2, 130.0, -427.7, -218.2, 130.0, 205, 133, 63
L -432.3, -224.1, 130.0, -427.7, -224.1, 130.0, 205, 133, 63
L -427.7, -224.1, 130.0, -423.0, -224.1, 130.0, 205, 133, 63
L -427.7, -230.0, 130.0, -524.3, -230.0, 130.0, 0, 204, 204
L -427.7, -224.1, 130.0, -427.7, -230.0, 130.0, 205, 133, 63
L -423.0, -218.2, 130.0, -423.0, -224.1, 130.0, 205, 133, 63
L -427.7, -218.2, 130.0, -423.0, -218.2, 130.0, 205, 133, 63
L -301.6, -68.7, 249.0, -301.6, -74.8, 249.0, 205, 133, 63
L -295.3, -62.7, 249.0, -295.3, -68.7, 249.0, 205, 133, 63
L -301.6, -68.7, 249.0, -289.0, -68.7, 249.0, 205, 133, 63
L -301.6, -74.8, 249.0, -295.3, -74.8, 249.0, 205, 133, 63
L -295.3, -74.8, 249.0, -289.0, -74.8, 249.0, 205, 133, 63
L -295.3, -74.8, 249.0, -295.3, -80.8, 249.0, 205, 133, 63
L -289.0, -68.7, 249.0, -289.0, -74.8, 249.0, 205, 133, 63
L -265.0, -104.2, 249.0, -265.0, -155.9, 249.0, 0, 204, 0
L -265.0, -104.2, 249.0, -259.0, -104.2, 249.0, 205, 133, 63
L -259.0, -106.5, 249.0, -259.0, -102.0, 249.0, 205, 133, 63
L -259.0, -106.5, 249.0, -253.0, -106.5, 249.0, 205, 133, 63
L -259.0, -102.0, 249.0, -253.0, -102.0, 249.0, 205, 133, 63
L -253.0, -106.5, 249.0, -253.0, -104.2, 249.0, 205, 133, 63
L -253.0, -104.2, 249.0, -253.0, -102.0, 249.0, 205, 133, 63
L -247.0, -104.2, 249.0, -247.0, -102.0, 249.0, 0, 204, 0
L -253.0, -104.2, 249.0, -247.0, -104.2, 249.0, 205, 133, 63
L -301.8, 4.3, 249.0, -301.8, -1.2, 249.0, 205, 133, 63
L -295.4, 9.8, 249.0, -295.4, 4.3, 249.0, 205, 133, 63
L -301.8, 4.3, 249.0, -289.0, 4.3, 249.0, 205, 133, 63
L -301.8, -1.2, 249.0, -295.4, -1.2, 249.0, 205, 133, 63
L -295.4, -1.2, 249.0, -289.0, -1.2, 249.0, 205, 133, 63
L -295.4, -1.2, 249.0, -295.4, -6.7, 249.0, 205, 133, 63
L -289.0, 4.3, 249.0, -289.0, -1.2, 249.0, 205, 133, 63
L -126.0, 4.3, 249.0, -126.0, -1.3, 249.0, 205, 133, 63
L -123.3, 10.0, 249.0, -123.3, 4.3, 249.0, 205, 133, 63
L -126.0, 4.3, 249.0, -120.6, 4.3, 249.0, 205, 133, 63
L -126.0, -1.3, 249.0, -123.3, -1.3, 249.0, 205, 133, 63
L -123.3, -1.3, 249.0, -120.6, -1.3, 249.0, 205, 133, 63
L -123.3, -1.3, 249.0, -123.3, -7.0, 249.0, 205, 133, 63
L -120.6, 4.3, 249.0, -120.6, -1.3, 249.0, 205, 133, 63
L -540.0, 249.0, -6.0, -556.0, 249.0, -6.0, 255, 255, 0
L -556.0, 253.2, -5.9, -556.0, 249.0, -6.0, 0, 0, 0
L -556.0, 253.2, -5.9, -540.0, 253.2, -5.9, 255, 255, 0
L -476.0, 249.0, -6.0, -540.0, 249.0, -6.0, 0, 0, 0
L -491.0, 308.0, -6.0, -491.0, 451.0, -6.0, 0, 0, 0
L -540.0, 253.2, -6.0, -540.0, 305.9, -6.0, 0, 0, 0
L -491.0, 451.0, -6.0, -604.0, 451.0, -6.0, 0, 0, 0
L -604.0, 308.0, -6.0, -556.0, 308.0, -6.0, 0, 0, 0
L -604.0, 451.0, -6.0, -604.0, 308.0, -6.0, 0, 0, 0
L -550.7, 303.8, -6.0, -545.3, 303.8, -6.0, 205, 133, 63
L -550.7, 308.0, -6.0, -545.3, 308.0, -6.0, 205, 133, 63
L -545.3, 303.8, -6.0, -545.3, 305.9, -6.0, 205, 133, 63
L -556.0, 305.9, -6.0, -556.0, 253.2, -6.0, 0, 0, 0
L -550.7, 303.8, -6.0, -550.7, 305.9, -6.0, 205, 133, 63
L -550.7, 305.9, -6.0, -550.7, 308.0, -6.0, 205, 133, 63
L -556.0, 305.9, -6.0, -550.7, 305.9, -6.0, 205, 133, 63
L -540.0, 305.9, -6.0, -540.0, 308.0, -6.0, 0, 0, 0
L -545.3, 305.9, -6.0, -545.3, 308.0, -6.0, 205, 133, 63
L -545.3, 305.9, -6.0, -540.0, 305.9, -6.0, 205, 133, 63
L -556.0, 308.0, -6.0, -556.0, 305.9, -6.0, 0, 0, 0
L -540.0, 308.0, -6.0, -491.0, 308.0, -6.0, 0, 0, 0
L 80.0, 106.0, 9.0, 76.7, 106.0, 9.0, 0, 0, 0
L 80.0, 106.0, 9.0, 80.0, 84.0, 9.0, 0, 0, 0
L 73.3, 117.3, 9.0, 73.3, 111.7, 9.0, 205, 133, 63
L 76.7, 123.0, 9.0, 80.0, 123.0, 9.0, 0, 0, 0
L 76.7, 123.0, 9.0, 76.7, 117.3, 9.0, 205, 133, 63
L 73.3, 117.3, 9.0, 80.0, 117.3, 9.0, 205, 133, 63
L 73.3, 111.7, 9.0, 76.7, 111.7, 9.0, 205, 133, 63
L 76.7, 111.7, 9.0, 80.0, 111.7, 9.0, 205, 133, 63
L 76.7, 106.0, 9.0, -95.0, 106.0, 9.0, 0, 0, 0
L 76.7, 111.7, 9.0, 76.7, 106.0, 9.0, 205, 133, 63
L 80.0, 117.3, 9.0, 80.0, 111.7, 9.0, 205, 133, 63
L 0.0, 134.2, 9.0, 0.0, 138.0, 9.0, 0, 0, 0
L 0.0, 134.2, 9.0, 5.8, 134.2, 9.0, 205, 133, 63
L 5.8, 130.5, 9.0, 5.8, 138.0, 9.0, 205, 133, 63
L 5.8, 130.5, 9.0, 11.7, 130.5, 9.0, 205, 133, 63
L 5.8, 138.0, 9.0, 11.7, 138.0, 9.0, 205, 133, 63
L 11.7, 138.0, 9.0, 12.2, 138.0, 9.0, 205, 133, 63
L 11.7, 130.5, 9.0, 11.7, 134.2, 9.0, 205, 133, 63
L 11.7, 134.2, 9.0, 11.7, 138.0, 9.0, 205, 133, 63
L 11.7, 134.2, 9.0, 17.5, 134.2, 9.0, 205, 133, 63
L -112.0, 83.9, 9.0, -112.0, 122.0, 9.0, 0, 0, 0
L -112.0, 83.9, 9.0, -106.3, 83.9, 9.0, 205, 133, 63
L -106.3, 80.0, 9.0, -106.3, 87.8, 9.0, 205, 133, 63
L -106.3, 80.0, 9.0, -100.7, 80.0, 9.0, 205, 133, 63
L -106.3, 87.8, 9.0, -100.7, 87.8, 9.0, 205, 133, 63
L -100.7, 80.0, 9.0, -100.7, 83.9, 9.0, 205, 133, 63
L -100.7, 83.9, 9.0, -100.7, 87.8, 9.0, 205, 133, 63
L -95.0, 83.9, 9.0, -95.0, 65.0, 9.0, 0, 0, 0
L -100.7, 83.9, 9.0, -95.0, 83.9, 9.0, 205, 133, 63
L -429.0, 5.7, 256.0, -429.0, 2.0, 256.0, 0, 204, 0
L -429.0, 5.7, 256.0, -423.0, 5.7, 256.0, 205, 133, 63
L -423.0, 2.0, 256.0, -423.0, 9.3, 256.0, 205, 133, 63
L -423.0, 2.0, 256.0, -417.0, 2.0, 256.0, 205, 133, 63
L -423.0, 9.3, 256.0, -417.0, 9.3, 256.0, 205, 133, 63
L -417.0, 2.0, 256.0, -417.0, 5.7, 256.0, 205, 133, 63
L -417.0, 5.7, 256.0, -417.0, 9.3, 256.0, 205, 133, 63
L -411.0, 5.7, 256.0, -411.0, 40.8, 256.0, 0, 204, 0
L -417.0, 5.7, 256.0, -411.0, 5.7, 256.0, 205, 133, 63
L -429.0, 40.8, 256.0, -429.0, 5.7, 256.0, 0, 204, 0
L -429.0, 40.8, 256.0, -423.0, 40.8, 256.0, 205, 133, 63
L -423.0, 36.6, 256.0, -423.0, 45.0, 256.0, 205, 133, 63
L -423.0, 36.6, 256.0, -417.0, 36.6, 256.0, 205, 133, 63
L -423.0, 45.0, 256.0, -417.0, 45.0, 256.0, 205, 133, 63
L -417.0, 36.6, 256.0, -417.0, 40.8, 256.0, 205, 133, 63
L -417.0, 40.8, 256.0, -417.0, 45.0, 256.0, 205, 133, 63
L -411.0, 40.8, 256.0, -411.0, 45.0, 256.0, 0, 204, 0
L -417.0, 40.8, 256.0, -411.0, 40.8, 256.0, 205, 133, 63
L -495.0, 336.0, 138.0, -495.0, 333.6, 138.0, 0, 204, 204
L -495.0, 333.6, 138.0, -495.0, 287.0, 138.0, 0, 204, 204
L -495.0, 333.6, 138.0, -490.0, 333.6, 138.0, 205, 133, 63
L -490.0, 331.2, 138.0, -490.0, 336.0, 138.0, 205, 133, 63
L -490.0, 331.2, 138.0, -485.0, 331.2, 138.0, 205, 133, 63
L -490.0, 336.0, 138.0, -485.0, 336.0, 138.0, 205, 133, 63
L -485.0, 331.2, 138.0, -485.0, 333.6, 138.0, 205, 133, 63
L -485.0, 333.6, 138.0, -485.0, 336.0, 138.0, 205, 133, 63
L -480.0, 333.6, 138.0, -480.0, 336.0, 138.0, 0, 204, 204
L -485.0, 333.6, 138.0, -480.0, 333.6, 138.0, 205, 133, 63
L -496.0, 384.9, 138.0, -490.3, 384.9, 138.0, 205, 133, 63
L -490.3, 382.0, 138.0, -490.3, 387.7, 138.0, 205, 133, 63
L -490.3, 382.0, 138.0, -484.7, 382.0, 138.0, 205, 133, 63
L -490.2, 387.7, 138.0, -484.7, 387.7, 138.0, 205, 133, 63
L -484.7, 382.0, 138.0, -484.7, 384.9, 138.0, 205, 133, 63
L -484.7, 384.9, 138.0, -484.7, 387.7, 138.0, 205, 133, 63
L -479.0, 384.9, 138.0, -479.0, 414.0, 138.0, 0, 204, 204
L -484.7, 384.9, 138.0, -479.0, 384.9, 138.0, 205, 133, 63
L -543.0, 282.0, 138.0, -543.0, 276.0, 138.0, 205, 133, 63
L -539.1, 288.0, 138.0, -539.1, 282.0, 138.0, 205, 133, 63
L -543.0, 282.0, 138.0, -535.1, 282.0, 138.0, 205, 133, 63
L -543.0, 276.0, 138.0, -539.1, 276.0, 138.0, 205, 133, 63
L -539.1, 276.0, 138.0, -535.1, 276.0, 138.0, 205, 133, 63
L -539.1, 276.0, 138.0, -539.1, 270.0, 138.0, 205, 133, 63
L -535.1, 282.0, 138.0, -535.1, 276.0, 138.0, 205, 133, 63
L -383.0, 79.0, 258.0, -399.0, 79.0, 258.0, 0, 204, 0
L -561.0, 457.3, 138.0, -561.0, 451.7, 138.0, 205, 133, 63
L -557.8, 463.0, 138.0, -557.8, 457.3, 138.0, 205, 133, 63
L -561.0, 457.3, 138.0, -554.5, 457.3, 138.0, 205, 133, 63
L -561.0, 451.7, 138.0, -557.8, 451.7, 138.0, 205, 133, 63
L -557.8, 451.7, 138.0, -554.5, 451.7, 138.0, 205, 133, 63
L -557.8, 446.0, 138.0, -533.0, 446.0, 138.0, 0, 204, 204
L -557.8, 451.7, 138.0, -557.8, 446.0, 138.0, 205, 133, 63
L -554.5, 457.3, 138.0, -554.5, 451.7, 138.0, 205, 133, 63
L -244.0, 562.4, 267.0, -244.0, 559.0, 267.0, 0, 204, 0
L -244.0, 562.4, 267.0, -238.0, 562.4, 267.0, 255, 255, 0
L -238.0, 559.0, 267.0, -238.0, 565.9, 267.0, 255, 255, 0
L -238.0, 559.0, 267.0, -232.0, 559.0, 267.0, 255, 255, 0
L -238.0, 565.9, 267.0, -232.0, 565.9, 267.0, 255, 255, 0
L -232.0, 559.0, 267.0, -232.0, 562.4, 267.0, 255, 255, 0
L -232.0, 562.4, 267.0, -232.0, 565.9, 267.0, 255, 255, 0
L -226.0, 562.4, 267.0, -226.0, 677.2, 267.0, 0, 204, 0
L -232.0, 562.4, 267.0, -226.0, 562.4, 267.0, 255, 255, 0
L -244.0, 677.2, 267.0, -244.0, 562.4, 267.0, 0, 204, 0
L -244.0, 677.2, 267.0, -238.0, 677.2, 267.0, 255, 255, 0
L -238.0, 672.4, 267.0, -238.0, 682.0, 267.0, 255, 255, 0
L -238.0, 672.4, 267.0, -232.0, 672.4, 267.0, 255, 255, 0
L -238.0, 682.0, 267.0, -232.0, 682.0, 267.0, 255, 255, 0
L -232.0, 672.4, 267.0, -232.0, 677.2, 267.0, 255, 255, 0
L -232.0, 677.2, 267.0, -232.0, 682.0, 267.0, 255, 255, 0
L -226.0, 677.2, 267.0, -226.0, 682.0, 267.0, 0, 204, 0
L -232.0, 677.2, 267.0, -226.0, 677.2, 267.0, 255, 255, 0
L -244.0, 563.4, 138.0, -244.0, 559.0, 138.0, 0, 204, 204
L -244.0, 563.4, 138.0, -238.0, 563.4, 138.0, 205, 133, 63
L -238.0, 559.0, 138.0, -238.0, 567.8, 138.0, 205, 133, 63
L -238.0, 559.0, 138.0, -232.0, 559.0, 138.0, 205, 133, 63
L -238.0, 567.8, 138.0, -232.0, 567.8, 138.0, 205, 133, 63
L -232.0, 559.0, 138.0, -232.0, 563.4, 138.0, 205, 133, 63
L -232.0, 563.4, 138.0, -232.0, 567.8, 138.0, 205, 133, 63
L -226.0, 563.4, 138.0, -226.0, 622.0, 138.0, 0, 204, 204
L -232.0, 563.4, 138.0, -226.0, 563.4, 138.0, 205, 133, 63
L -244.0, 349.4, 138.0, -244.0, 285.0, 138.0, 0, 204, 204
L -244.0, 349.4, 138.0, -238.3, 349.4, 138.0, 205, 133, 63
L -238.3, 345.7, 138.0, -238.3, 353.0, 138.0, 205, 133, 63
L -238.3, 345.7, 138.0, -232.7, 345.7, 138.0, 205, 133, 63
L -238.3, 353.0, 138.0, -232.7, 353.0, 138.0, 205, 133, 63
L -232.7, 345.7, 138.0, -232.7, 349.4, 138.0, 205, 133, 63
L -232.7, 349.4, 138.0, -232.7, 353.0, 138.0, 205, 133, 63
L -227.0, 349.4, 138.0, -227.0, 353.0, 138.0, 0, 204, 204
L -232.7, 349.4, 138.0, -227.0, 349.4, 138.0, 205, 133, 63
L -244.0, 347.4, 9.0, -244.0, 307.5, 9.0, 0, 0, 0
L -244.0, 347.4, 9.0, -237.3, 347.4, 9.0, 205, 133, 63
L -237.3, 343.7, 9.0, -237.3, 351.0, 9.0, 205, 133, 63
L -237.3, 343.7, 9.0, -230.7, 343.7, 9.0, 205, 133, 63
L -237.3, 351.0, 9.0, -230.7, 351.0, 9.0, 205, 133, 63
L -230.7, 343.7, 9.0, -230.7, 347.4, 9.0, 205, 133, 63
L -230.7, 347.4, 9.0, -230.7, 351.0, 9.0, 205, 133, 63
L -224.0, 347.4, 9.0, -224.0, 351.0, 9.0, 0, 0, 0
L -230.7, 347.4, 9.0, -224.0, 347.4, 9.0, 205, 133, 63
L -244.0, 307.5, 9.0, -244.0, 306.0, 9.0, 0, 0, 0
L -244.0, 307.5, 9.0, -237.3, 307.5, 9.0, 255, 255, 0
