P 0, 300, 0, 0, 0, 0, 2, Original_Map:_Goodurden_<RoI>
P 0, 500, 0, 0, 0, 0, 2, Revised_Map:_Brewall_Rainsinger_(Cazic-Thule/Fennin_Ro)
P 0, 700, 0, 0, 0, 0, 2, http://www.eqmaps.info
P 0, 900, 0, 0, 0, 0, 2, Return_of_the_Exiled_(www.roteguild.org)
P 0, 1100, 0, 0, 0, 0, 2, Height_Filter:_12/13
P 100, -550, 51, 0, 127, 0, 2, 4th_Floor
P 100, -525, 43, 0, 255, 255, 2, 3rd_Floor
P 100, -500, 16, 0, 255, 0, 2, 2nd_Floor
P 100, -475, 2, 0, 0, 0, 2, 1st_Floor
P 100, -450, -16, 127, 0, 0, 2, Basement
L 0.0, -668.0, -13.0, -0.0, -664.6, -14.8, 0, 127, 0
L -0.0, -654.5, -20.0, 0.0, -651.5, -21.6, 0, 127, 0
L 12.5, -654.5, -20.0, 12.4, -651.1, -21.8, 0, 127, 0
L -0.0, -654.5, -20.0, 12.5, -654.5, -20.0, 150, 150, 150
L 12.2, -647.8, -23.5, 12.1, -644.4, -25.2, 0, 127, 0
L 0.0, -648.1, -23.3, -0.0, -644.6, -25.2, 0, 127, 0
L 12.2, -647.8, -23.5, 0.0, -648.1, -23.3, 150, 150, 150
L 12.4, -651.1, -21.8, 12.2, -647.8, -23.5, 0, 127, 0
L 0.0, -651.5, -21.6, 0.0, -648.1, -23.3, 0, 127, 0
L 12.4, -651.1, -21.8, 0.0, -651.5, -21.6, 150, 150, 150
L 12.1, -644.4, -25.2, 12.0, -641.0, -27.0, 0, 127, 0
L -0.0, -644.6, -25.2, -0.0, -641.0, -27.0, 0, 127, 0
L 12.1, -644.4, -25.2, -0.0, -644.6, -25.2, 150, 150, 150
L 12.8, -661.2, -16.5, 12.6, -657.9, -18.2, 0, 127, 0
L -0.0, -661.2, -16.5, -0.0, -657.9, -18.2, 0, 127, 0
L 12.8, -661.2, -16.5, -0.0, -661.2, -16.5, 150, 150, 150
L -0.0, -664.6, -14.8, -0.0, -661.2, -16.5, 0, 127, 0
L 12.9, -664.6, -14.8, 12.8, -661.2, -16.5, 0, 127, 0
L -0.0, -664.6, -14.8, 12.9, -664.6, -14.8, 150, 150, 150
L -0.0, -657.9, -18.2, -0.0, -654.5, -20.0, 0, 127, 0
L 12.6, -657.9, -18.2, 12.5, -654.5, -20.0, 0, 127, 0
L -0.0, -657.9, -18.2, 12.6, -657.9, -18.2, 150, 150, 150
L 13.0, -668.0, -13.0, 13.0, -656.0, -13.0, 150, 150, 150
L 28.0, -656.0, -13.0, 13.0, -656.0, -13.0, 150, 150, 150
L 13.0, -600.0, -13.0, 0.0, -600.0, -13.0, 150, 150, 150
L 0.0, -600.0, -13.0, 0.0, -668.0, -13.0, 0, 127, 0
L 0.0, -629.0, -27.0, 0.0, -625.4, -25.2, 0, 127, 0
L 13.0, -629.0, -27.0, 0.0, -629.0, -27.0, 150, 150, 150
L 0.0, -614.5, -20.0, 0.0, -610.9, -18.2, 0, 127, 0
L 13.0, -614.5, -20.0, 13.0, -618.1, -21.8, 0, 127, 0
L 0.0, -614.5, -20.0, 13.0, -614.5, -20.0, 150, 150, 150
L 0.0, -621.8, -23.5, 0.0, -618.1, -21.8, 0, 127, 0
L 13.0, -621.8, -23.5, 13.0, -625.4, -25.2, 0, 127, 0
L 0.0, -621.8, -23.5, 13.0, -621.8, -23.5, 150, 150, 150
L 0.0, -625.4, -25.2, 0.0, -621.8, -23.5, 0, 127, 0
L 13.0, -625.4, -25.2, 13.0, -629.0, -27.0, 0, 127, 0
L 0.0, -625.4, -25.2, 13.0, -625.4, -25.2, 150, 150, 150
L 0.0, -618.1, -21.8, 0.0, -614.5, -20.0, 0, 127, 0
L 13.0, -618.1, -21.8, 13.0, -621.8, -23.5, 0, 127, 0
L 0.0, -618.1, -21.8, 13.0, -618.1, -21.8, 150, 150, 150
L 0.0, -607.2, -16.5, 0.0, -603.6, -14.8, 0, 127, 0
L 13.0, -607.2, -16.5, 13.0, -610.9, -18.2, 0, 127, 0
L 0.0, -607.2, -16.5, 13.0, -607.2, -16.5, 150, 150, 150
L 0.0, -610.9, -18.2, 0.0, -607.2, -16.5, 0, 127, 0
L 13.0, -610.9, -18.2, 13.0, -614.5, -20.0, 0, 127, 0
L 0.0, -610.9, -18.2, 13.0, -610.9, -18.2, 150, 150, 150
L 0.0, -603.6, -14.8, 0.0, -600.0, -13.0, 0, 127, 0
L 13.0, -603.6, -14.8, 13.0, -607.2, -16.5, 0, 127, 0
L 0.0, -603.6, -14.8, 13.0, -603.6, -14.8, 150, 150, 150
L 13.0, -600.0, -13.0, 13.0, -630.6, -13.0, 150, 150, 150
L -109.0, -697.0, -20.0, -109.0, -691.5, -20.0, 127, 0, 0
L -100.0, -697.0, -20.0, -100.0, -691.5, -20.0, 127, 0, 0
L -100.0, -675.2, -20.0, -102.2, -675.2, -20.0, 240, 240, 0
L -109.0, -675.2, -20.0, -109.0, -671.4, -20.0, 127, 0, 0
L -100.0, -697.0, -20.0, -102.2, -697.0, -20.0, 240, 240, 0
L -82.0, -675.0, -20.0, -79.5, -675.0, -20.0, 240, 240, 0
L -82.0, -696.0, -20.0, -79.5, -696.0, -20.0, 240, 240, 0
L -72.2, -696.0, -20.0, -84.0, -713.0, -18.0, 127, 0, 0
L -72.2, -675.0, -20.0, -72.2, -680.2, -20.0, 127, 0, 0
L -72.2, -675.0, -20.0, -72.2, -671.4, -20.0, 127, 0, 0
L -72.2, -671.4, -20.0, -76.0, -662.0, -20.0, 127, 0, 0
L -82.0, -696.0, -20.0, -72.2, -675.0, -20.0, 240, 240, 0
L -77.1, -696.0, -20.0, -74.7, -696.0, -20.0, 240, 240, 0
L -72.2, -685.5, -20.0, -72.2, -690.8, -20.0, 127, 0, 0
L -77.1, -696.0, -20.0, -72.2, -685.5, -20.0, 240, 240, 0
L -74.7, -696.0, -20.0, -72.2, -696.0, -20.0, 240, 240, 0
L -72.2, -690.8, -20.0, -72.2, -696.0, -20.0, 127, 0, 0
L -74.7, -696.0, -20.0, -72.2, -690.8, -20.0, 240, 240, 0
L -79.5, -696.0, -20.0, -77.1, -696.0, -20.0, 240, 240, 0
L -72.2, -680.2, -20.0, -72.2, -685.5, -20.0, 127, 0, 0
L -79.5, -696.0, -20.0, -72.2, -680.2, -20.0, 240, 240, 0
L -82.0, -685.5, -20.0, -82.0, -680.2, -20.0, 127, 0, 0
L -77.1, -675.0, -20.0, -74.7, -675.0, -20.0, 240, 240, 0
L -82.0, -685.5, -20.0, -77.1, -675.0, -20.0, 240, 240, 0
L -82.0, -690.8, -20.0, -82.0, -685.5, -20.0, 127, 0, 0
L -74.7, -675.0, -20.0, -72.2, -675.0, -20.0, 240, 240, 0
L -82.0, -690.8, -20.0, -74.7, -675.0, -20.0, 240, 240, 0
L -82.0, -680.2, -20.0, -82.0, -675.0, -20.0, 127, 0, 0
L -79.5, -675.0, -20.0, -77.1, -675.0, -20.0, 240, 240, 0
L -82.0, -680.2, -20.0, -79.5, -675.0, -20.0, 240, 240, 0
L -109.0, -697.0, -20.0, -100.0, -675.2, -20.0, 240, 240, 0
L -104.5, -697.0, -20.0, -106.8, -697.0, -20.0, 240, 240, 0
L -100.0, -686.1, -20.0, -100.0, -680.7, -20.0, 127, 0, 0
L -104.5, -697.0, -20.0, -100.0, -686.1, -20.0, 240, 240, 0
L -106.8, -697.0, -20.0, -109.0, -697.0, -20.0, 240, 240, 0
L -100.0, -680.7, -20.0, -100.0, -675.2, -20.0, 127, 0, 0
L -106.8, -697.0, -20.0, -100.0, -680.7, -20.0, 240, 240, 0
L -102.2, -697.0, -20.0, -104.5, -697.0, -20.0, 240, 240, 0
L -100.0, -691.5, -20.0, -100.0, -686.1, -20.0, 127, 0, 0
L -102.2, -697.0, -20.0, -100.0, -691.5, -20.0, 240, 240, 0
L -109.0, -686.1, -20.0, -109.0, -680.7, -20.0, 127, 0, 0
L -104.5, -675.2, -20.0, -106.8, -675.2, -20.0, 240, 240, 0
L -109.0, -686.1, -20.0, -104.5, -675.2, -20.0, 240, 240, 0
L -109.0, -691.5, -20.0, -109.0, -686.1, -20.0, 127, 0, 0
L -102.2, -675.2, -20.0, -104.5, -675.2, -20.0, 240, 240, 0
L -109.0, -691.5, -20.0, -102.2, -675.2, -20.0, 240, 240, 0
L -109.0, -680.7, -20.0, -109.0, -675.2, -20.0, 127, 0, 0
L -106.8, -675.2, -20.0, -109.0, -675.2, -20.0, 240, 240, 0
L -109.0, -680.7, -20.0, -106.8, -675.2, -20.0, 240, 240, 0
L -82.0, -675.0, -20.0, -82.0, -675.0, -45.0, 240, 240, 0
L -72.2, -675.0, -20.0, -72.2, -675.0, -45.0, 240, 240, 0
L -72.2, -696.0, -20.0, -72.2, -696.0, -45.0, 240, 240, 0
L -82.0, -696.0, -20.0, -82.0, -696.0, -45.0, 240, 240, 0
L -100.0, -697.0, -20.0, -100.0, -697.0, -45.0, 240, 240, 0
L -100.0, -675.2, -20.0, -100.0, -675.2, -45.0, 240, 240, 0
L -109.0, -675.2, -20.0, -109.0, -675.2, -45.0, 240, 240, 0
L -109.0, -697.0, -20.0, -109.0, -697.0, -45.0, 240, 240, 0
L -109.0, -675.2, -45.0, -100.0, -675.2, -45.0, 240, 0, 0
L -109.0, -697.0, -45.0, -100.0, -697.0, -45.0, 240, 0, 0
L -100.0, -675.2, -45.0, -100.0, -697.0, -45.0, 240, 0, 0
L -109.0, -675.2, -45.0, -109.0, -697.0, -45.0, 240, 0, 0
L -82.0, -696.0, -45.0, -72.2, -696.0, -45.0, 240, 0, 0
L -72.2, -696.0, -45.0, -72.2, -675.2, -45.0, 240, 0, 0
L -72.2, -675.2, -45.0, -72.2, -675.0, -45.0, 0, 0, 0
L -82.0, -696.0, -45.0, -82.0, -675.2, -45.0, 240, 0, 0
L -82.0, -675.2, -45.0, -72.2, -675.2, -45.0, 240, 0, 0
L -82.0, -675.2, -45.0, -82.0, -675.0, -45.0, 0, 0, 0
L 298.0, -588.0, -31.0, 279.0, -592.0, -31.0, 0, 0, 153
L 17.0, -699.3, 52.0, 17.0, -702.7, 52.0, 205, 133, 63
L 19.5, -696.0, 52.0, 22.0, -696.0, 52.0, 0, 127, 0
L 19.5, -696.0, 52.0, 19.5, -699.3, 52.0, 205, 133, 63
L 17.0, -699.3, 52.0, 22.0, -699.3, 52.0, 205, 133, 63
L 17.0, -702.7, 52.0, 19.5, -702.7, 52.0, 205, 133, 63
L 19.5, -702.7, 52.0, 22.0, -702.7, 52.0, 205, 133, 63
L 19.5, -706.0, 52.0, 22.0, -706.0, 52.0, 0, 127, 0
L 19.5, -702.7, 52.0, 19.5, -706.0, 52.0, 205, 133, 63
L 22.0, -699.3, 52.0, 22.0, -702.7, 52.0, 205, 133, 63
